scrape_timestamp,restaurant_url,element_index,hour_24,display_hour,hour_12,meridiem,hour_label,busyness_percent,raw_aria_label,is_target_hour,target_weekday,target_hour,detected_cycle,cycle_hours_count,cycle_start_hour,cycle_end_hour,assigned_weekday,day_offset,is_today_cycle,is_target_cycle,selected_as_target
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,1,6,6,6,AM,6 AM,0,0% busy at 6 AM.,False,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,2,7,7,7,AM,7 AM,0,0% busy at 7 AM.,False,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,3,8,8,8,AM,8 AM,0,0% busy at 8 AM.,False,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,4,9,9,9,AM,9 AM,0,0% busy at 9 AM.,False,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,5,10,10,10,AM,10 AM,0,0% busy at 10 AM.,False,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,6,11,11,11,AM,11 AM,16,16% busy at 11 AM.,False,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,7,12,12,12,PM,12 PM,20,20% busy at 12 PM.,False,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,8,13,13,1,PM,1 PM,23,23% busy at 1 PM.,False,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,9,14,14,2,PM,2 PM,21,21% busy at 2 PM.,False,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,10,15,15,3,PM,3 PM,20,20% busy at 3 PM.,True,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,11,16,16,4,PM,4 PM,20,20% busy at 4 PM.,False,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,12,17,17,5,PM,5 PM,25,25% busy at 5 PM.,False,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,13,18,18,6,PM,6 PM,34,34% busy at 6 PM.,False,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,14,19,19,7,PM,7 PM,41,41% busy at 7 PM.,False,Friday,15,0,20,1,24,Friday,0,True,,
2025-06-27T15:28:09.616296-04:00,https://maps.app.goo.gl/PKRdT6pYjJ4uKEUJA,15,20,20,8,PM,8 PM,46,46% busy at 8 PM.,False,Friday,15,0,20,1,24,Friday,0,True,,
