scrape_timestamp,restaurant_url,element_index,hour_24,display_hour,hour_12,meridiem,hour_label,busyness_percent,raw_aria_label,is_target_hour,target_weekday,target_hour,detected_cycle,cycle_hours_count,cycle_start_hour,cycle_end_hour,assigned_weekday,day_offset,is_today_cycle,is_target_cycle,selected_as_target
2025-06-23T02:00:30.010879-04:00,https://maps.app.goo.gl/KqSr8hH5GV4ZGJP27,111,21,21,9,PM,9 PM,57,57% busy at 9 PM.,False,Monday,2,5,20,1,24,Saturday,5,False,,
2025-06-23T02:00:30.010879-04:00,https://maps.app.goo.gl/KqSr8hH5GV4ZGJP27,112,22,22,10,PM,10 PM,47,47% busy at 10 PM.,False,Monday,2,5,20,1,24,Saturday,5,False,,
2025-06-23T02:00:30.010879-04:00,https://maps.app.goo.gl/KqSr8hH5GV4ZGJP27,113,23,23,11,PM,11 PM,42,42% busy at 11 PM.,False,Monday,2,5,20,1,24,Saturday,5,False,,
2025-06-23T02:00:30.010879-04:00,https://maps.app.goo.gl/KqSr8hH5GV4ZGJP27,114,0,24,12,AM,12 AM,42,42% busy at 12 AM.,False,Monday,2,5,20,1,24,Saturday,5,False,,
2025-06-23T02:00:30.010879-04:00,https://maps.app.goo.gl/KqSr8hH5GV4ZGJP27,115,1,1,1,AM,1 AM,61,61% busy at 1 AM.,False,Monday,2,5,20,1,24,Saturday,5,False,,
2025-06-23T02:00:30.010879-04:00,https://maps.app.goo.gl/KqSr8hH5GV4ZGJP27,116,6,6,6,AM,6 AM,0,0% busy at 6 AM.,False,Monday,2,6,20,1,24,Sunday,6,False,,
2025-06-23T02:00:30.010879-04:00,https://maps.app.goo.gl/KqSr8hH5GV4ZGJP27,117,7,7,7,AM,7 AM,0,0% busy at 7 AM.,False,Monday,2,6,20,1,24,Sunday,6,False,,
2025-06-23T02:00:30.010879-04:00,https://maps.app.goo.gl/KqSr8hH5GV4ZGJP27,118,8,8,8,AM,8 AM,0,0% busy at 8 AM.,False,Monday,2,6,20,1,24,Sunday,6,False,,
2025-06-23T02:00:30.010879-04:00,https://maps.app.goo.gl/KqSr8hH5GV4ZGJP27,119,9,9,9,AM,9 AM,0,0% busy at 9 AM.,False,Monday,2,6,20,1,24,Sunday,6,False,,
2025-06-23T02:00:30.010879-04:00,https://maps.app.goo.gl/KqSr8hH5GV4ZGJP27,120,10,10,10,AM,10 AM,57,57% busy at 10 AM.,False,Monday,2,6,20,1,24,Sunday,6,False,,
2025-06-23T02:00:30.010879-04:00,https://maps.app.goo.gl/KqSr8hH5GV4ZGJP27,121,11,11,11,AM,11 AM,52,52% busy at 11 AM.,False,Monday,2,6,20,1,24,Sunday,6,False,,
